31 26 43 61 30 64 23 83 9 76 0 79 40 69 4 24 68 11 52 0 33 5 52 15 18 17 43 47 28 36 62 60 14 5 73 45 21 96 80 30 24 80 9 16 2 66 41 70 29 93 22 14 50 74 29 69 44 25 68 72 13 30 84 28 87 57 73 9 6 5 39 30 37 1 47 39 67 40 9 48 85 84 62 36 58 43 57 2 68 25 27 82 8 63 62 95 21 87 56 27 92 96 9 29 49 56 69 16 96 30 16 82 14 78 70 25 21 27 79 42 4 58 76 12 22 38 60 95 25 16 74 17 64 83 98 13 40 67 81 88 50 97 22 16 27 92 41 49 71 73 91 76 31 67 40 5 57 52 0 82 21 74 51 85 58 49 51 50 69 84 38 19 34 13 35 61 57 29 62 29 2 53 5 85 72 97 91 81 50 43 63 71 18 14 8 28 16 11 78 85 96 68 4 30 33 91 43 91 20 6 20 22 11 77 60 84 26 51 17 76 94 81 99 64 47 8 92 15 19 22 0 67 43 56 49 76 48 93 67 68 99 39 43 10 68 55 46 95 6 64 71 52 97 23 69 44 
83 13 60 2 36 12 22 31 69 71 7 69 64 75 89 63 66 84 26 35 39 72 30 97 88 53 2 85 76 71 82 59 36 94 14 24 6 88 55 27 59 63 48 24 90 38 39 56 22 17 43 14 42 73 11 30 79 13 68 7 36 50 19 25 96 85 49 54 73 5 82 32 20 30 8 10 20 0 18 95 17 62 9 59 87 20 42 66 86 10 26 74 12 45 99 8 30 49 62 3 6 96 87 26 79 96 36 99 96 6 94 65 68 3 77 56 76 19 74 62 81 0 88 93 97 88 1 27 37 15 82 95 64 22 21 43 70 9 42 18 15 89 83 36 44 60 92 20 31 18 34 12 71 23 5 68 11 58 48 0 26 82 95 90 4 68 33 74 77 27 92 44 16 76 80 13 88 24 33 20 43 68 32 14 43 90 82 54 48 30 6 74 13 1 64 69 69 49 44 98 77 88 42 45 64 23 58 5 47 44 77 42 12 61 56 55 51 91 61 52 73 67 26 38 20 43 8 41 44 4 39 21 92 33 19 9 8 29 14 8 73 43 50 37 4 59 44 56 50 5 8 75 24 86 14 44 
81 74 37 26 78 76 47 22 62 18 31 70 48 97 78 21 40 29 59 45 40 3 53 42 61 61 17 85 99 83 82 81 9 19 7 39 48 6 62 10 25 93 32 25 43 11 46 83 92 57 80 32 61 33 26 22 46 43 59 46 79 41 27 40 13 86 80 61 92 42 71 69 87 3 94 30 66 93 66 58 50 46 42 63 32 68 85 78 64 97 24 95 38 3 35 51 41 15 64 34 9 87 55 49 43 2 31 9 95 97 20 45 96 14 9 28 83 46 6 99 95 83 94 86 38 81 89 80 97 54 66 58 41 21 7 84 23 39 46 70 88 66 68 84 32 77 12 15 75 71 66 71 54 12 9 92 94 98 72 91 52 38 1 46 12 9 30 87 0 28 58 88 94 26 73 27 55 37 94 82 8 13 5 62 25 14 7 19 13 31 62 65 70 64 11 34 25 94 21 25 22 79 65 69 57 90 48 12 28 94 95 88 7 0 51 85 15 10 4 80 41 19 97 63 35 9 97 60 55 19 37 29 50 2 50 60 45 98 72 73 45 19 61 4 72 64 89 39 74 46 19 68 17 16 31 52 
77 81 12 84 52 1 14 2 55 64 62 0 15 87 25 12 58 87 16 30 3 58 69 30 4 40 98 21 9 81 73 86 62 37 71 14 90 37 69 45 53 83 46 20 70 71 32 29 10 49 11 66 7 33 96 63 25 46 36 34 79 9 73 42 98 96 8 88 33 77 33 38 61 31 59 83 55 91 64 17 92 76 83 99 61 31 14 86 29 50 21 9 11 94 3 9 90 11 49 75 41 35 13 2 18 72 37 73 16 2 43 8 30 78 8 91 62 74 77 91 25 50 52 36 44 55 98 86 19 47 13 60 82 27 62 53 51 99 26 67 53 69 76 83 0 36 74 62 10 4 53 87 54 58 24 51 13 22 37 84 21 3 44 56 82 58 9 33 10 87 53 63 9 81 47 9 69 73 71 79 77 76 19 32 86 43 35 52 17 24 36 90 27 81 46 9 39 7 43 49 95 48 65 56 29 12 65 98 37 88 29 67 16 48 99 3 43 86 55 60 10 91 3 38 24 49 47 64 9 42 65 4 42 30 12 71 94 77 21 84 17 3 51 33 51 2 88 95 88 43 7 98 87 10 88 11 
12 88 27 21 82 45 77 25 27 41 48 74 18 70 58 87 25 9 20 76 63 9 23 51 4 83 1 91 45 90 55 9 78 82 82 60 79 11 37 7 52 86 81 22 8 91 9 33 0 82 61 63 91 37 66 47 72 67 91 17 9 46 79 39 80 61 52 60 73 89 67 77 27 0 0 35 91 9 20 43 91 34 58 34 23 24 34 95 43 25 64 53 71 43 92 3 57 44 63 82 34 82 59 61 34 11 49 25 21 21 20 64 55 78 51 78 54 85 25 98 10 90 51 33 85 95 36 94 40 52 76 26 86 88 39 21 99 40 98 72 62 19 37 69 49 88 0 4 25 25 54 87 67 57 20 5 52 8 99 44 60 28 22 47 16 62 68 15 2 18 40 16 89 77 86 39 17 38 95 42 15 49 81 83 58 1 40 62 9 39 59 22 19 81 69 35 95 89 3 50 7 43 66 97 72 4 88 41 42 83 35 10 84 16 93 94 17 85 56 78 76 67 0 96 49 21 83 44 62 86 94 22 81 13 71 5 17 59 46 12 94 81 22 30 97 67 76 14 52 84 45 80 52 97 76 1 
19 60 97 81 98 92 55 32 5 26 37 74 37 84 38 83 65 12 13 63 31 41 29 35 26 74 16 78 72 92 31 43 4 28 76 3 72 32 35 29 10 72 4 48 8 94 31 74 7 97 89 38 38 18 74 16 45 90 94 69 34 77 64 39 6 40 42 78 24 29 8 35 53 64 35 62 58 66 88 17 15 77 8 6 47 34 22 44 24 69 65 10 46 29 49 4 22 43 35 46 72 95 33 78 59 68 92 69 87 80 39 2 9 47 8 8 81 31 53 57 52 70 67 50 0 17 55 22 12 90 20 37 85 6 15 96 74 59 17 61 91 8 64 0 7 24 60 88 7 13 97 59 36 17 10 36 86 17 10 98 7 82 35 44 88 2 92 63 61 61 76 52 70 92 4 77 17 65 18 76 30 67 36 66 84 98 2 70 15 64 69 74 47 56 70 35 59 14 50 72 27 27 25 97 19 29 27 88 46 97 65 77 64 53 43 1 3 98 71 70 14 92 96 61 1 18 49 60 84 51 32 11 30 9 61 2 91 88 90 37 37 7 14 53 12 10 54 67 60 78 37 74 22 85 88 23 
3 89 35 87 40 20 99 71 29 60 73 20 0 15 10 89 75 24 42 87 86 49 55 46 79 44 21 1 30 61 77 85 50 12 25 90 32 76 61 14 88 86 86 40 2 96 29 77 73 23 16 11 72 23 58 3 68 31 5 50 92 82 87 42 46 12 84 79 88 98 45 76 84 31 16 38 80 97 67 5 21 84 16 45 59 26 49 27 57 6 29 1 88 17 95 86 29 80 65 70 78 62 98 14 46 15 5 26 64 72 83 85 8 99 83 68 26 32 47 35 38 29 89 78 46 84 64 27 16 82 97 46 96 96 61 42 63 18 20 27 90 3 65 51 55 48 71 33 32 70 68 22 99 9 52 45 46 68 25 62 50 74 9 99 22 22 41 37 40 62 17 82 17 82 85 72 82 56 5 14 27 26 88 26 35 40 24 81 8 1 44 11 75 5 10 50 79 51 87 71 65 4 5 83 38 91 7 20 99 13 86 26 39 74 5 26 14 81 8 75 34 4 86 9 61 96 11 40 99 99 63 17 55 68 52 94 11 59 14 11 24 1 89 63 27 46 90 42 27 50 17 61 54 55 23 67 
51 86 59 2 85 22 19 93 42 23 87 6 83 53 69 7 54 58 23 82 57 65 76 36 67 45 50 73 0 73 40 3 59 99 5 97 73 77 90 67 0 29 25 35 82 94 95 89 5 18 23 62 35 99 98 54 96 48 27 96 73 67 99 85 18 4 34 43 33 24 62 34 5 88 69 87 82 64 76 39 34 99 1 21 50 0 75 46 0 2 42 74 21 93 59 91 98 93 86 31 69 49 17 74 37 39 13 71 55 90 11 90 41 64 63 92 64 39 90 17 93 85 91 67 78 2 10 76 47 97 60 68 46 29 42 35 68 7 58 24 49 69 66 91 86 29 35 50 20 25 67 66 62 10 33 41 12 43 69 11 92 29 79 38 11 73 25 79 81 84 3 30 5 21 21 91 3 8 94 23 86 13 41 48 24 26 89 88 22 59 0 14 40 79 5 51 53 30 31 34 14 86 16 72 60 90 63 63 98 57 38 84 23 80 85 99 6 74 87 28 85 39 95 26 19 0 29 24 30 12 10 97 51 26 69 11 68 84 74 67 94 64 3 17 44 88 16 3 15 55 83 52 95 78 30 66 
78 60 90 61 72 52 10 75 30 31 86 99 15 12 66 61 77 21 78 73 62 46 76 29 2 60 81 97 90 12 15 21 24 57 82 96 9 44 24 39 75 10 38 42 75 56 4 52 78 34 25 92 81 54 21 35 14 2 84 4 14 99 25 38 56 59 87 65 55 11 56 30 73 95 25 0 3 81 52 33 67 30 25 48 36 46 35 2 49 19 6 15 70 84 6 78 95 45 43 51 8 52 33 33 99 10 34 2 91 38 36 59 20 13 59 56 60 47 58 61 66 17 28 89 1 34 67 48 31 63 99 39 15 85 25 66 95 59 68 39 49 56 98 70 22 9 26 82 56 37 43 75 54 23 16 7 58 83 55 41 98 7 33 13 44 58 31 39 69 52 78 18 8 28 88 30 90 67 64 46 4 59 73 10 83 89 17 93 25 24 34 23 83 67 89 27 25 20 19 94 72 97 65 33 78 53 15 68 20 80 66 76 91 92 86 74 81 55 67 58 80 54 82 15 21 71 95 99 91 14 45 64 63 10 49 93 16 64 61 36 44 80 65 36 72 51 62 5 7 82 64 39 36 98 6 9 
69 1 60 12 15 58 76 31 20 25 24 36 42 38 25 86 18 90 74 42 41 89 99 0 71 63 91 59 61 98 20 82 99 81 95 67 39 23 98 59 1 22 48 43 60 73 81 30 63 8 24 56 97 24 9 20 39 0 31 53 98 51 35 98 84 82 17 23 6 15 35 59 89 35 2 2 8 35 32 23 43 9 31 92 33 40 64 72 41 95 25 91 99 13 41 83 95 58 59 53 25 46 12 15 81 66 17 41 2 1 64 45 10 47 90 95 40 54 68 33 2 45 24 1 58 66 36 6 76 95 59 2 41 24 17 74 90 86 15 92 39 31 90 2 79 80 97 19 86 17 52 88 63 28 41 73 46 78 79 23 25 91 25 67 15 94 41 57 80 57 50 71 40 92 73 19 72 71 90 10 40 94 51 3 75 92 29 21 22 60 44 48 3 21 15 70 15 8 28 47 17 30 19 58 22 92 29 46 15 72 56 56 66 7 11 41 52 92 15 74 53 59 22 56 33 89 27 48 50 7 96 67 37 67 77 59 11 59 5 27 31 61 35 49 21 98 43 73 91 58 47 96 69 22 52 2 
63 31 51 13 38 99 81 75 66 10 86 77 69 43 56 52 57 43 2 78 94 45 3 85 55 2 33 24 24 85 79 88 69 30 1 59 81 34 87 99 97 73 76 18 17 85 71 74 80 73 4 74 70 7 59 25 9 44 1 86 30 80 74 51 62 27 10 95 14 97 94 63 23 23 81 40 8 52 66 88 77 70 15 47 77 26 24 38 71 26 24 53 58 98 4 21 78 14 16 44 64 63 7 87 86 88 79 46 41 45 86 18 67 1 18 44 28 42 34 99 20 59 52 79 9 56 52 87 22 20 83 38 83 90 77 69 31 56 15 24 53 2 94 20 55 12 16 83 55 51 34 27 10 86 6 19 94 58 59 69 79 42 7 62 85 37 84 16 93 51 40 99 5 34 19 61 47 88 44 54 91 31 33 1 17 40 72 64 50 83 33 81 78 92 96 63 29 80 79 75 31 71 74 89 5 45 50 4 33 46 10 76 77 44 77 47 36 2 11 86 37 44 20 15 36 16 78 18 48 9 93 31 32 67 20 38 64 70 94 50 69 57 26 46 53 56 45 89 58 56 27 47 52 47 63 41 
15 93 59 63 55 52 47 87 71 67 77 87 90 72 37 59 81 64 57 34 72 55 75 82 11 54 29 64 54 92 5 69 86 16 85 41 68 32 80 91 51 58 30 41 82 68 52 63 84 62 49 56 17 24 38 80 78 67 44 32 12 1 54 50 17 39 43 37 23 23 80 74 81 11 68 63 31 72 78 15 86 27 23 3 51 61 36 82 80 32 66 44 34 20 94 3 59 89 93 34 13 73 9 94 36 29 10 67 1 88 34 88 68 57 43 71 70 79 53 3 64 20 47 50 92 94 53 4 83 98 38 96 24 99 43 60 28 5 80 82 45 14 22 13 24 65 37 46 97 90 49 61 62 49 63 7 95 16 11 78 67 1 27 91 1 22 3 81 79 83 63 24 50 85 90 74 3 27 72 0 69 22 13 32 23 76 91 18 44 2 48 63 3 75 54 56 49 58 38 28 41 53 53 43 91 43 17 94 22 90 46 91 64 11 75 39 39 66 57 83 68 57 47 24 33 53 80 34 11 70 63 5 76 68 48 67 63 18 61 85 60 59 76 76 70 52 15 9 18 24 44 39 81 43 15 66 
49 47 1 60 18 16 17 94 84 18 13 47 36 26 32 48 85 60 24 7 64 91 68 35 67 64 74 0 60 41 67 9 88 20 21 6 88 39 52 72 9 17 71 97 43 55 45 28 15 21 87 32 64 55 67 31 72 41 31 32 82 50 93 70 22 14 29 10 5 33 34 14 51 5 11 94 12 8 75 80 29 14 12 93 22 79 76 94 72 8 78 54 10 71 76 33 37 57 95 43 43 30 9 46 87 73 40 52 81 67 32 63 82 44 56 56 75 85 50 47 45 28 53 55 51 81 40 88 39 36 83 34 18 93 80 57 66 72 9 47 92 93 10 74 89 19 30 64 4 32 11 49 12 64 56 63 46 97 3 37 85 87 71 3 80 51 12 98 75 74 97 67 67 8 93 57 79 75 73 35 7 85 36 71 1 92 86 47 89 90 36 74 29 7 29 61 10 42 59 86 68 56 5 35 16 99 44 95 74 70 82 82 55 18 5 56 11 92 56 52 82 92 79 11 52 8 72 62 2 83 0 22 39 6 58 56 5 54 3 31 24 86 65 31 56 71 40 67 63 48 20 97 40 99 60 44 
59 84 59 14 67 59 36 6 17 46 14 74 53 70 6 29 8 71 13 64 94 53 84 9 1 4 6 93 55 66 38 66 50 97 32 69 8 69 76 26 67 42 52 20 64 10 50 24 34 63 89 28 68 73 38 21 29 44 14 36 63 4 2 65 53 87 35 14 56 63 92 23 57 44 96 22 55 98 46 89 61 87 17 81 12 7 2 41 4 68 29 67 73 84 84 78 71 19 92 27 34 84 2 92 81 98 66 36 96 12 77 9 52 46 90 64 54 44 58 58 13 87 77 38 71 13 68 42 33 61 21 19 97 24 11 78 74 77 66 23 42 43 84 94 90 27 10 96 71 68 6 84 56 35 74 79 48 43 22 33 56 43 53 53 19 16 84 46 94 50 69 88 46 53 34 88 32 44 84 4 65 42 40 73 77 15 52 25 58 26 11 14 22 64 19 41 80 3 87 26 6 8 14 4 14 48 92 46 45 28 2 62 70 43 35 47 58 39 24 68 66 35 82 40 51 53 81 84 57 21 10 15 81 77 19 47 77 11 94 22 91 96 36 61 39 71 60 49 63 36 17 81 24 51 21 75 
57 2 11 14 75 22 81 9 51 0 56 28 63 2 3 54 51 39 67 42 63 27 92 26 15 61 7 39 65 28 67 22 82 78 88 10 52 69 19 3 69 27 32 84 30 87 90 81 26 57 23 41 36 15 19 51 29 26 91 94 6 10 16 41 88 4 51 41 73 22 44 94 49 28 30 79 67 20 60 46 77 36 87 13 3 7 16 32 85 59 78 44 69 94 85 58 50 88 51 23 10 47 69 59 76 99 91 43 71 3 41 48 39 29 13 43 88 30 27 73 89 6 17 59 52 54 69 3 42 20 78 52 67 0 64 95 51 55 91 23 10 32 23 50 13 37 45 1 67 24 75 8 30 44 19 35 99 88 38 41 8 68 46 28 68 10 23 20 17 66 43 27 99 18 29 12 55 26 66 74 51 93 35 33 37 54 68 88 43 58 82 3 27 80 31 95 90 7 67 59 25 62 38 24 81 68 89 36 94 7 63 45 0 98 31 89 52 99 78 47 10 12 51 37 92 34 84 34 93 4 93 19 66 31 95 47 99 36 36 46 43 51 43 43 49 74 33 53 26 63 1 36 75 52 25 19 
38 61 53 32 65 46 3 32 29 98 31 81 35 67 27 78 18 70 74 19 97 59 73 23 22 74 11 49 78 36 68 68 97 21 52 63 19 55 47 0 54 78 81 41 98 8 71 68 31 45 40 80 56 13 3 78 39 66 79 69 2 47 37 51 20 90 66 91 97 13 92 51 44 73 44 94 34 16 62 17 13 2 97 70 67 52 0 58 18 80 27 72 79 17 75 52 59 42 43 56 7 87 60 3 61 4 97 47 20 12 16 86 66 13 56 34 17 8 92 87 40 72 11 20 89 86 24 0 80 19 56 88 7 16 91 20 21 41 19 93 53 35 79 71 0 87 5 17 96 50 56 36 74 67 8 15 53 84 15 34 4 71 74 11 40 17 83 13 58 2 58 63 37 38 35 89 77 92 58 25 94 14 14 68 81 22 83 86 7 50 72 63 74 46 74 14 64 9 79 74 11 37 90 0 27 25 41 5 69 99 30 64 65 44 32 98 19 68 84 78 70 57 41 44 55 67 10 71 76 41 46 39 79 88 91 58 13 32 63 34 31 46 98 48 42 83 46 61 3 30 91 73 39 32 70 47 
51 32 18 27 74 16 18 5 4 9 63 69 93 79 4 76 25 54 24 19 37 70 33 40 53 24 66 92 9 88 91 60 20 10 40 46 78 58 3 83 20 67 4 13 46 8 90 23 63 14 42 52 37 75 45 90 52 11 34 61 51 26 21 23 88 13 70 66 72 73 1 92 92 6 57 38 66 99 13 81 66 8 86 3 35 31 45 87 94 79 0 45 57 74 68 45 87 90 64 59 64 65 3 56 23 13 47 90 12 12 23 78 20 9 33 8 40 78 95 86 58 48 31 67 22 52 65 9 42 29 21 6 46 76 15 70 89 14 12 2 78 35 32 51 97 66 59 37 44 6 24 54 54 7 74 76 59 39 86 2 68 59 60 14 35 27 36 25 93 48 79 72 36 11 23 33 29 34 22 26 40 98 32 95 58 6 23 17 45 61 71 65 20 84 80 8 11 68 33 57 17 64 29 5 27 4 38 57 90 12 35 30 63 67 77 21 74 53 38 19 14 62 85 87 46 17 95 9 85 80 66 54 44 47 59 23 3 49 32 93 14 67 76 77 35 53 98 61 58 36 32 73 50 69 12 96 
