90 12 15 43 95 57 53 52 18 68 26 36 50 69 4 93 48 67 26 46 82 72 16 7 26 18 46 38 36 96 6 37 90 65 71 74 73 11 74 76 26 17 19 92 4 16 83 73 52 59 52 91 13 59 15 47 37 31 9 5 91 74 18 30 
13 78 75 57 20 61 92 53 84 96 39 88 71 21 76 93 40 17 19 31 43 81 12 92 75 20 89 87 97 61 93 6 33 60 37 86 66 5 15 60 4 99 91 45 31 30 59 24 22 74 80 75 41 7 88 29 1 36 21 63 16 43 32 64 
37 5 41 55 78 35 92 0 43 83 3 10 68 76 97 12 51 40 67 55 62 65 99 89 25 80 43 92 32 57 97 55 7 40 46 70 15 16 88 5 69 18 35 34 67 16 33 43 2 38 21 14 41 19 18 36 46 96 35 20 90 73 19 37 
21 16 2 12 69 88 90 72 52 45 58 72 2 15 43 45 63 73 38 4 94 46 13 95 78 59 90 24 58 89 4 1 79 92 23 75 6 17 77 40 94 37 60 73 24 44 57 48 31 74 73 95 94 50 76 41 27 32 81 44 5 52 57 72 
55 18 45 48 44 8 47 76 51 87 7 36 17 47 41 32 37 73 31 65 5 16 78 18 94 48 28 42 1 43 82 68 85 20 71 20 88 84 30 35 45 48 84 82 25 36 23 78 95 57 75 23 65 76 73 76 85 95 99 23 97 91 30 47 
76 88 2 78 19 96 58 21 5 42 17 49 7 87 51 58 68 46 97 84 47 82 90 27 74 68 4 25 30 62 70 14 19 56 87 59 78 53 79 97 20 63 62 54 11 67 71 60 78 94 55 49 74 5 91 42 43 84 37 24 35 90 22 16 
18 97 39 58 32 4 67 6 98 73 95 35 97 88 71 78 45 50 29 72 44 99 61 2 25 16 82 21 48 15 46 51 21 10 74 12 42 99 53 1 81 83 99 85 85 88 88 25 60 1 23 34 10 79 97 71 91 23 22 54 5 27 71 53 
42 27 0 23 31 74 10 48 57 64 1 49 14 93 68 54 25 37 23 29 63 86 16 39 28 80 93 55 97 83 33 4 93 68 27 23 64 22 56 19 67 96 62 53 63 95 32 98 54 62 77 96 25 65 4 48 59 63 60 12 71 15 88 11 
66 10 32 57 30 91 29 59 9 19 48 87 75 24 21 42 33 42 47 1 38 64 2 75 29 64 85 70 29 56 20 16 98 51 20 29 14 71 36 66 58 39 7 57 14 11 65 88 89 58 38 23 26 91 10 25 95 75 16 15 28 50 41 97 
38 10 27 94 8 9 13 80 50 37 46 57 39 10 71 29 7 45 89 85 13 57 85 81 8 44 89 89 12 56 75 22 69 36 44 53 93 5 20 76 8 95 4 30 39 80 50 69 81 14 94 23 62 46 99 33 48 68 34 86 18 19 16 65 
81 99 60 89 96 47 50 75 98 40 33 74 82 78 96 29 92 8 21 5 5 81 35 79 39 78 96 74 82 53 39 6 23 83 95 0 75 72 27 82 44 45 93 91 20 88 34 30 89 74 77 82 54 54 23 43 79 31 40 7 1 54 57 72 
75 19 76 16 28 13 73 48 70 21 5 98 16 99 58 19 62 58 45 52 13 51 80 51 80 95 73 99 23 6 3 52 99 67 84 8 30 34 51 44 51 75 69 25 0 76 49 78 32 3 94 60 99 4 0 95 66 7 15 34 5 71 67 0 
29 73 56 21 19 86 5 9 49 51 31 41 92 37 22 9 44 83 33 76 89 4 92 63 82 20 92 76 52 2 53 26 28 69 69 23 49 0 44 24 45 81 25 90 87 65 0 46 15 16 13 9 35 89 46 10 35 45 74 0 47 57 16 84 
23 40 15 49 76 64 73 10 63 36 21 24 5 73 54 83 0 97 46 32 67 1 66 3 79 48 93 31 77 59 28 87 70 84 50 63 62 8 51 44 65 48 61 70 42 66 74 3 99 47 56 72 86 30 77 7 28 88 97 6 12 54 63 2 
89 9 73 77 32 4 84 94 54 84 14 71 30 8 49 28 26 75 79 48 17 67 80 69 10 99 42 83 97 46 82 36 59 28 1 11 83 84 71 25 50 20 94 69 64 87 95 57 18 33 62 25 15 41 30 33 50 90 25 82 4 28 94 6 
5 11 47 79 59 66 38 77 3 81 99 89 65 64 33 82 10 21 84 21 73 18 14 97 78 1 33 27 76 51 42 96 56 42 15 5 47 44 74 3 0 31 51 20 56 99 81 71 52 4 56 7 9 89 0 60 44 62 90 48 82 58 83 11 
59 49 49 14 97 51 63 43 18 87 52 35 96 11 35 90 85 79 81 39 85 81 11 32 97 17 52 50 65 71 8 61 72 61 36 71 56 9 9 74 93 93 19 90 32 15 87 67 75 51 7 58 52 42 83 3 90 64 47 49 83 4 82 89 
5 69 13 9 42 34 43 30 48 5 10 18 54 59 1 5 31 13 41 60 79 11 67 44 33 95 4 98 58 9 19 95 94 71 74 81 81 69 72 61 33 24 85 57 65 3 34 23 83 49 19 14 53 49 26 14 93 21 99 95 49 45 23 75 
85 41 43 61 37 43 48 3 92 48 94 31 5 26 78 28 10 8 39 94 22 1 14 83 56 90 50 2 82 78 46 4 15 17 17 58 11 78 88 59 7 1 66 99 15 26 98 98 90 31 32 64 3 76 86 48 0 95 96 34 65 25 83 65 
0 52 43 79 68 6 63 34 69 10 27 58 13 66 84 40 94 7 83 26 13 43 11 77 9 34 30 79 8 96 86 82 16 23 41 92 89 52 40 47 70 41 97 48 52 4 51 23 74 50 85 27 20 75 25 91 57 97 42 62 50 5 76 0 
29 22 43 27 44 95 22 13 48 72 23 48 91 87 19 88 72 20 73 51 77 71 47 4 90 87 97 53 31 56 23 73 34 42 14 15 61 22 42 28 59 45 61 90 63 72 51 2 86 5 69 47 89 72 50 54 0 17 28 76 68 49 93 24 
40 36 33 17 17 56 72 85 92 99 80 83 91 29 35 47 2 89 87 54 52 95 54 15 95 48 81 55 96 69 39 1 88 13 71 46 12 2 75 84 0 70 83 93 81 29 41 65 71 84 30 9 24 49 91 95 67 31 68 59 0 51 33 45 
21 2 67 20 81 91 53 28 20 54 15 76 17 85 46 9 47 7 62 29 99 74 90 78 53 10 1 1 89 63 93 47 87 17 92 36 67 8 70 6 81 61 43 80 68 46 2 72 14 34 52 40 61 13 78 72 82 35 4 54 86 81 21 88 
65 88 95 87 33 61 75 72 79 82 35 41 6 77 28 44 56 10 60 45 68 7 48 98 46 34 16 1 30 67 90 99 91 0 49 90 43 74 77 62 53 20 45 26 28 71 58 73 26 86 37 11 57 10 19 16 21 86 71 14 76 82 89 71 
66 47 92 17 72 9 2 13 53 28 97 42 23 8 65 24 92 65 8 83 47 64 61 43 5 99 26 46 57 58 27 59 0 6 96 31 73 83 1 8 97 61 96 82 55 23 82 40 8 52 98 14 78 79 94 42 10 6 82 18 16 14 37 32 
28 10 52 42 14 96 53 67 96 38 6 70 92 70 23 63 42 66 0 62 73 19 71 49 9 2 55 0 33 19 31 19 77 62 70 82 69 17 59 81 42 72 41 42 31 34 36 47 95 45 6 69 5 46 63 55 21 41 37 84 79 94 34 15 
82 15 7 9 65 26 95 32 26 58 96 83 64 77 40 33 3 37 6 24 93 12 91 90 56 13 67 67 72 53 53 25 58 17 23 83 21 64 9 96 72 61 28 18 3 44 48 26 35 53 3 30 38 14 62 61 11 93 65 82 26 85 37 35 
36 41 72 46 91 45 52 86 77 31 86 85 62 28 68 63 10 20 72 87 30 30 28 15 96 20 10 29 19 35 88 50 75 1 93 17 53 59 0 0 26 89 59 71 62 61 22 76 17 20 94 32 76 12 25 19 57 62 89 95 80 12 51 35 
23 0 82 30 38 95 40 99 26 12 74 88 16 18 11 89 90 44 21 28 15 86 73 50 59 30 77 5 80 21 45 63 82 21 35 78 22 68 16 35 29 44 92 57 62 91 30 10 69 11 23 32 91 73 20 86 52 58 85 82 43 9 54 33 
86 93 56 73 20 94 49 1 23 44 57 57 79 55 23 82 95 26 81 88 32 15 86 8 88 44 10 26 5 1 91 9 54 91 7 84 52 69 2 35 49 41 53 87 60 43 29 10 42 45 18 34 14 34 11 66 65 0 64 31 38 86 22 2 
76 74 32 62 94 64 39 58 12 7 86 57 76 5 96 86 69 17 75 79 23 16 87 49 74 21 67 70 16 38 89 9 27 25 95 60 16 38 16 67 23 11 45 98 52 43 57 45 94 8 26 24 4 58 72 77 62 92 18 91 0 11 99 67 
84 75 74 58 69 5 22 80 81 52 91 15 1 68 18 78 20 56 17 49 56 19 57 89 55 18 32 96 18 33 34 64 3 86 84 75 14 8 10 88 30 83 97 97 4 54 13 83 29 27 60 86 33 1 68 98 38 75 4 31 1 87 3 37 
74 72 89 17 21 54 0 56 25 47 15 12 16 59 53 72 3 21 11 73 88 47 66 82 93 15 23 93 69 7 85 34 70 38 49 69 85 59 54 24 1 33 40 71 3 19 45 65 72 17 89 90 21 61 3 62 67 27 86 14 26 5 44 0 
0 98 59 52 42 90 94 34 32 33 89 85 69 63 62 6 89 42 33 32 77 62 74 93 56 67 52 0 46 8 91 94 72 73 64 57 94 26 94 19 64 65 55 42 38 16 96 50 1 29 65 61 73 85 73 86 55 40 69 90 50 60 24 98 
87 68 92 17 5 19 34 60 56 12 83 81 97 5 53 81 51 70 7 84 46 22 80 64 3 18 56 51 52 76 85 31 93 67 83 78 47 26 19 47 76 84 29 62 35 10 66 76 47 6 65 75 89 55 13 97 38 75 24 35 52 99 15 93 
4 23 96 13 98 69 55 29 90 17 65 98 23 71 12 50 98 2 25 90 5 23 2 75 48 52 55 77 80 34 76 1 96 36 43 90 79 55 72 16 78 83 48 42 87 93 5 87 40 88 22 61 24 92 64 79 55 77 14 42 32 91 71 73 
48 81 12 19 9 65 32 99 59 65 94 9 34 25 18 72 30 50 86 21 89 95 23 37 41 9 49 96 95 25 53 20 38 60 40 46 60 8 61 11 13 81 89 10 43 74 71 82 86 22 71 4 97 88 23 77 71 22 26 60 49 48 95 18 
40 90 2 55 93 50 34 76 44 66 98 93 66 25 51 97 12 39 47 70 80 44 89 83 99 43 11 68 93 11 14 12 25 73 63 55 0 36 72 60 11 15 84 55 62 48 2 90 19 87 10 32 35 96 78 62 0 88 2 83 76 19 84 1 
23 50 54 80 66 94 73 10 74 61 47 74 3 78 18 94 25 58 38 46 48 1 54 17 13 14 99 20 41 67 5 37 38 68 76 31 51 43 39 86 27 90 68 59 13 55 33 26 38 97 97 17 32 49 13 73 77 26 66 97 62 44 91 92 
0 59 44 94 19 62 3 2 82 25 63 83 95 50 60 49 45 73 3 38 32 31 44 70 22 83 73 58 16 57 50 41 60 20 78 82 54 33 15 25 41 32 66 6 18 85 65 41 62 14 42 61 10 28 91 34 8 27 88 67 67 41 64 5 
